timestamp,person_id,name,confidence,event,screenshot
2026-02-11 06:24:03,P0002,Person 2,0.49,seen,
2026-02-11 06:24:04,P0002,Person 2,0.89,seen,
2026-02-11 06:24:04,P0002,Person 2,0.47,seen,
2026-02-11 06:24:04,P0002,Person 2,0.87,seen,
2026-02-11 06:24:04,P0002,Person 2,0.47,seen,
2026-02-11 06:24:04,P0002,Person 2,0.88,seen,
2026-02-11 06:24:04,P0002,Person 2,0.47,seen,
2026-02-11 06:24:05,P0001,Jun,0.45,seen,
2026-02-11 06:24:05,P0002,Person 2,0.88,seen,
2026-02-11 06:24:05,P0002,Person 2,0.46,seen,
2026-02-11 06:24:05,P0002,Person 2,0.43,seen,
2026-02-11 06:24:05,P0002,Person 2,0.88,seen,
2026-02-11 06:24:05,P0002,Person 2,0.45,seen,
2026-02-11 06:24:05,P0002,Person 2,0.87,seen,
2026-02-11 06:24:05,P0002,Person 2,0.47,seen,
2026-02-11 06:24:06,P0002,Person 2,0.82,seen,
2026-02-11 06:24:06,P0002,Person 2,0.44,seen,
2026-02-11 06:24:06,P0002,Person 2,0.82,seen,
2026-02-11 06:24:06,P0002,Person 2,0.43,seen,
2026-02-11 06:24:06,P0002,Person 2,0.81,seen,
2026-02-11 06:24:06,P0002,Person 2,0.43,seen,
2026-02-11 06:24:07,P0002,Person 2,0.80,seen,
2026-02-11 06:24:07,P0002,Person 2,0.44,seen,
2026-02-11 06:24:07,P0002,Person 2,0.84,seen,
2026-02-11 06:24:07,P0002,Person 2,0.40,seen,
2026-02-11 06:24:07,P0002,Person 2,0.84,seen,
2026-02-11 06:24:07,P0001,Jun,0.47,seen,
2026-02-11 06:24:07,P0002,Person 2,0.40,seen,
2026-02-11 06:24:08,P0002,Person 2,0.84,seen,
2026-02-11 06:24:08,P0001,Jun,0.46,seen,
2026-02-11 06:24:08,P0001,Jun,0.44,seen,
2026-02-11 06:24:08,P0001,Jun,0.41,seen,
2026-02-11 06:24:08,P0002,Person 2,0.45,seen,
2026-02-11 06:24:09,P0002,Person 2,0.60,seen,
2026-02-11 06:24:09,P0002,Person 2,0.71,seen,
2026-02-11 06:24:09,P0002,Person 2,0.45,seen,
2026-02-11 06:24:09,P0001,Jun,0.54,seen,
2026-02-11 06:24:09,P0002,Person 2,0.76,seen,
2026-02-11 06:24:09,P0001,Jun,0.45,seen,
2026-02-11 06:24:09,P0002,Person 2,0.47,seen,
2026-02-11 06:24:09,P0002,Person 2,0.72,seen,
2026-02-11 06:24:09,P0001,Jun,0.47,seen,
2026-02-11 06:24:09,P0002,Person 2,0.46,seen,
2026-02-11 06:24:10,P0002,Person 2,0.71,seen,
2026-02-11 06:24:10,P0002,Person 2,0.44,seen,
2026-02-11 06:24:10,P0001,Jun,0.49,seen,
2026-02-11 06:24:10,P0002,Person 2,0.73,seen,
2026-02-11 06:24:10,P0001,Jun,0.51,seen,
2026-02-11 06:24:10,P0002,Person 2,0.75,seen,
2026-02-11 06:24:10,P0003,Person 3,0.31,enrolled,known_faces\P0003_20260211_062410.jpg
2026-02-11 06:24:10,P0002,Person 2,0.42,seen,
2026-02-11 06:24:11,P0002,Person 2,0.74,seen,
2026-02-11 06:24:11,P0003,Person 3,0.43,seen,
2026-02-11 06:24:11,P0002,Person 2,0.41,seen,
2026-02-11 06:24:11,P0002,Person 2,0.78,seen,
2026-02-11 06:24:11,P0003,Person 3,0.47,seen,
2026-02-11 06:24:11,P0002,Person 2,0.78,seen,
2026-02-11 06:24:11,P0001,Jun,0.56,seen,
2026-02-11 06:24:12,P0002,Person 2,0.81,seen,
2026-02-11 06:24:12,P0001,Jun,0.48,seen,
2026-02-11 06:24:12,P0002,Person 2,0.76,seen,
2026-02-11 06:24:12,P0003,Person 3,0.60,seen,
2026-02-11 06:24:12,P0002,Person 2,0.78,seen,
2026-02-11 06:24:12,P0003,Person 3,0.53,seen,
2026-02-11 06:24:13,P0002,Person 2,0.76,seen,
2026-02-11 06:24:13,P0001,Jun,0.49,seen,
2026-02-11 06:24:13,P0002,Person 2,0.78,seen,
2026-02-11 06:24:13,P0002,Person 2,0.45,seen,
2026-02-11 06:24:13,P0003,Person 3,0.54,seen,
2026-02-11 06:24:13,P0002,Person 2,0.76,seen,
2026-02-11 06:24:13,P0001,Jun,0.53,seen,
2026-02-11 06:24:13,P0002,Person 2,0.44,seen,
2026-02-11 06:24:14,P0002,Person 2,0.75,seen,
2026-02-11 06:24:14,P0001,Jun,0.47,seen,
2026-02-11 06:24:14,P0002,Person 2,0.43,seen,
2026-02-11 06:24:14,P0002,Person 2,0.77,seen,
2026-02-11 06:24:14,P0003,Person 3,0.48,seen,
2026-02-11 06:24:14,P0002,Person 2,0.43,seen,
2026-02-11 06:24:14,P0002,Person 2,0.77,seen,
2026-02-11 06:24:14,P0001,Jun,0.47,seen,
2026-02-11 06:24:14,P0002,Person 2,0.45,seen,
2026-02-11 06:24:15,P0003,Person 3,0.52,seen,
2026-02-11 06:24:15,P0002,Person 2,0.81,seen,
2026-02-11 06:24:15,P0002,Person 2,0.43,seen,
2026-02-11 06:24:15,P0002,Person 2,0.74,seen,
2026-02-11 06:24:15,P0002,Person 2,0.42,seen,
2026-02-11 06:24:15,P0002,Person 2,0.76,seen,
2026-02-11 06:24:15,P0002,Person 2,0.42,seen,
2026-02-11 06:24:15,P0002,Person 2,0.76,seen,
2026-02-11 06:24:15,P0002,Person 2,0.44,seen,
2026-02-11 06:24:16,P0002,Person 2,0.73,seen,
2026-02-11 06:24:16,P0002,Person 2,0.43,seen,
2026-02-11 06:24:16,P0003,Person 3,0.46,seen,
2026-02-11 06:24:16,P0002,Person 2,0.73,seen,
2026-02-11 06:24:16,P0002,Person 2,0.42,seen,
2026-02-11 06:24:16,P0003,Person 3,0.62,seen,
2026-02-11 06:24:16,P0002,Person 2,0.76,seen,
2026-02-11 06:24:16,P0002,Person 2,0.45,seen,
2026-02-11 06:24:16,P0003,Person 3,0.52,seen,
2026-02-11 06:24:17,P0002,Person 2,0.74,seen,
2026-02-11 06:24:17,P0003,Person 3,0.51,seen,
2026-02-11 06:24:17,P0002,Person 2,0.45,seen,
2026-02-11 06:24:17,P0002,Person 2,0.80,seen,
2026-02-11 06:24:17,P0002,Person 2,0.42,seen,
2026-02-11 06:24:17,P0003,Person 3,0.71,seen,
2026-02-11 06:24:17,P0002,Person 2,0.78,seen,
2026-02-11 06:24:17,P0003,Person 3,0.49,seen,
2026-02-11 06:24:17,P0002,Person 2,0.41,seen,
2026-02-11 06:24:18,P0002,Person 2,0.79,seen,
2026-02-11 06:24:18,P0001,Jun,0.42,seen,
2026-02-11 06:24:18,P0002,Person 2,0.83,seen,
2026-02-11 06:24:18,P0003,Person 3,0.46,seen,
2026-02-11 06:24:18,P0002,Person 2,0.81,seen,
2026-02-11 06:24:18,P0003,Person 3,0.54,seen,
2026-02-11 06:24:18,P0002,Person 2,0.81,seen,
2026-02-11 06:24:18,P0003,Person 3,0.48,seen,
2026-02-11 06:24:19,P0002,Person 2,0.80,seen,
2026-02-11 06:24:19,P0003,Person 3,0.62,seen,
2026-02-11 06:24:19,P0002,Person 2,0.79,seen,
2026-02-11 06:24:19,P0003,Person 3,0.45,seen,
2026-02-11 06:24:19,P0002,Person 2,0.44,seen,
2026-02-11 06:24:19,P0002,Person 2,0.77,seen,
2026-02-11 06:24:19,P0003,Person 3,0.48,seen,
2026-02-11 06:24:19,P0002,Person 2,0.45,seen,
2026-02-11 06:24:20,P0002,Person 2,0.77,seen,
2026-02-11 06:24:20,P0003,Person 3,0.47,seen,
2026-02-11 06:24:20,P0002,Person 2,0.45,seen,
2026-02-11 06:24:20,P0002,Person 2,0.78,seen,
2026-02-11 06:24:20,P0003,Person 3,0.60,seen,
2026-02-11 06:24:20,P0002,Person 2,0.42,seen,
2026-02-11 06:24:20,P0002,Person 2,0.78,seen,
2026-02-11 06:24:20,P0003,Person 3,0.69,seen,
2026-02-11 06:24:20,P0002,Person 2,0.43,seen,
2026-02-11 06:24:21,P0002,Person 2,0.79,seen,
2026-02-11 06:24:21,P0003,Person 3,0.63,seen,
2026-02-11 06:24:21,P0002,Person 2,0.43,seen,
2026-02-11 06:24:21,P0003,Person 3,0.63,seen,
2026-02-11 06:24:21,P0002,Person 2,0.75,seen,
2026-02-11 06:24:21,P0002,Person 2,0.43,seen,
2026-02-11 06:24:21,P0003,Person 3,0.62,seen,
2026-02-11 06:24:21,P0002,Person 2,0.82,seen,
2026-02-11 06:24:21,P0002,Person 2,0.42,seen,
2026-02-11 06:24:22,P0003,Person 3,0.66,seen,
2026-02-11 06:24:22,P0002,Person 2,0.79,seen,
2026-02-11 06:24:22,P0002,Person 2,0.42,seen,
2026-02-11 06:24:22,P0003,Person 3,0.61,seen,
2026-02-11 06:24:22,P0002,Person 2,0.84,seen,
2026-02-11 06:24:22,P0002,Person 2,0.41,seen,
2026-02-11 06:24:22,P0003,Person 3,0.74,seen,
2026-02-11 06:24:22,P0002,Person 2,0.83,seen,
2026-02-11 06:24:22,P0002,Person 2,0.41,seen,
2026-02-11 06:24:22,P0003,Person 3,0.77,seen,
2026-02-11 06:24:22,P0002,Person 2,0.80,seen,
2026-02-11 06:24:22,P0002,Person 2,0.42,seen,
2026-02-11 06:24:23,P0003,Person 3,0.76,seen,
2026-02-11 06:24:23,P0002,Person 2,0.79,seen,
2026-02-11 06:24:23,P0002,Person 2,0.41,seen,
2026-02-11 06:24:23,P0003,Person 3,0.71,seen,
2026-02-11 06:24:23,P0002,Person 2,0.83,seen,
2026-02-11 06:24:23,P0003,Person 3,0.74,seen,
2026-02-11 06:24:23,P0002,Person 2,0.83,seen,
2026-02-11 06:24:24,P0003,Person 3,0.80,seen,
2026-02-11 06:24:24,P0002,Person 2,0.84,seen,
2026-02-11 06:24:24,P0003,Person 3,0.76,seen,
2026-02-11 06:24:24,P0002,Person 2,0.82,seen,
2026-02-11 06:24:24,P0004,Person 4,0.39,enrolled,known_faces\P0004_20260211_062424.jpg
2026-02-11 06:24:24,P0002,Person 2,0.83,seen,
2026-02-11 06:24:24,P0003,Person 3,0.79,seen,
2026-02-11 06:24:24,P0004,Person 4,0.72,seen,
2026-02-11 06:24:25,P0002,Person 2,0.88,seen,
2026-02-11 06:24:25,P0003,Person 3,0.82,seen,
2026-02-11 06:24:25,P0004,Person 4,0.73,seen,
2026-02-11 06:24:25,P0002,Person 2,0.86,seen,
2026-02-11 06:24:25,P0003,Person 3,0.69,seen,
2026-02-11 06:24:25,P0004,Person 4,0.80,seen,
2026-02-11 06:24:25,P0002,Person 2,0.86,seen,
2026-02-11 06:24:25,P0003,Person 3,0.74,seen,
2026-02-11 06:24:25,P0004,Person 4,0.80,seen,
2026-02-11 06:24:26,P0002,Person 2,0.86,seen,
2026-02-11 06:24:26,P0003,Person 3,0.77,seen,
2026-02-11 06:24:26,P0004,Person 4,0.80,seen,
2026-02-11 06:24:26,P0002,Person 2,0.85,seen,
2026-02-11 06:24:26,P0003,Person 3,0.62,seen,
2026-02-11 06:24:26,P0004,Person 4,0.80,seen,
2026-02-11 06:24:26,P0002,Person 2,0.86,seen,
2026-02-11 06:24:26,P0003,Person 3,0.75,seen,
2026-02-11 06:24:26,P0004,Person 4,0.80,seen,
2026-02-11 06:24:26,P0002,Person 2,0.86,seen,
2026-02-11 06:24:26,P0003,Person 3,0.75,seen,
2026-02-11 06:24:26,P0004,Person 4,0.80,seen,
2026-02-11 06:24:27,P0002,Person 2,0.86,seen,
2026-02-11 06:24:27,P0003,Person 3,0.74,seen,
2026-02-11 06:24:27,P0004,Person 4,0.80,seen,
2026-02-11 06:24:27,P0002,Person 2,0.79,seen,
2026-02-11 06:24:27,P0003,Person 3,0.79,seen,
2026-02-11 06:24:27,P0004,Person 4,0.78,seen,
2026-02-11 06:24:27,P0002,Person 2,0.79,seen,
2026-02-11 06:24:27,P0003,Person 3,0.80,seen,
2026-02-11 06:24:27,P0004,Person 4,0.77,seen,
2026-02-11 06:24:28,P0002,Person 2,0.82,seen,
2026-02-11 06:24:28,P0003,Person 3,0.79,seen,
2026-02-11 06:24:28,P0004,Person 4,0.77,seen,
2026-02-11 06:24:28,P0002,Person 2,0.83,seen,
2026-02-11 06:24:28,P0003,Person 3,0.72,seen,
2026-02-11 06:24:28,P0004,Person 4,0.79,seen,
2026-02-11 06:24:28,P0002,Person 2,0.87,seen,
2026-02-11 06:24:28,P0003,Person 3,0.69,seen,
2026-02-11 06:24:28,P0004,Person 4,0.78,seen,
2026-02-11 06:24:29,P0002,Person 2,0.87,seen,
2026-02-11 06:24:29,P0003,Person 3,0.69,seen,
2026-02-11 06:24:29,P0004,Person 4,0.76,seen,
2026-02-11 06:24:29,P0002,Person 2,0.80,seen,
2026-02-11 06:24:29,P0003,Person 3,0.72,seen,
2026-02-11 06:24:29,P0004,Person 4,0.75,seen,
2026-02-11 06:24:29,P0002,Person 2,0.81,seen,
2026-02-11 06:24:29,P0003,Person 3,0.75,seen,
2026-02-11 06:24:29,P0004,Person 4,0.75,seen,
2026-02-11 06:30:10,P0003,Person 3,0.41,seen,
2026-02-11 06:30:12,P0003,Person 3,0.56,seen,
2026-02-11 06:30:12,P0003,Person 3,0.47,seen,
2026-02-11 06:30:12,P0003,Person 3,0.47,seen,
2026-02-11 06:30:13,P0003,Person 3,0.43,seen,
2026-02-11 06:30:13,P0003,Person 3,0.44,seen,
2026-02-11 06:30:13,P0003,Person 3,0.44,seen,
2026-02-11 06:30:13,P0003,Person 3,0.45,seen,
2026-02-11 06:30:14,P0003,Person 3,0.47,seen,
2026-02-11 06:30:14,P0003,Person 3,0.44,seen,
2026-02-11 06:30:14,P0003,Person 3,0.43,seen,
2026-02-11 06:30:15,P0003,Person 3,0.43,seen,
2026-02-11 06:30:15,P0003,Person 3,0.44,seen,
2026-02-11 06:30:15,P0003,Person 3,0.44,seen,
2026-02-11 06:30:15,P0003,Person 3,0.43,seen,
2026-02-11 06:30:16,P0003,Person 3,0.46,seen,
2026-02-11 06:30:16,P0003,Person 3,0.40,seen,
2026-02-11 06:30:17,P0003,Person 3,0.43,seen,
2026-02-11 06:30:17,P0005,Person 5,0.27,enrolled,known_faces\P0005_20260211_063017.jpg
2026-02-11 06:30:17,P0005,Person 5,0.58,seen,
2026-02-11 06:30:18,P0003,Person 3,0.41,seen,
2026-02-11 06:30:18,P0005,Person 5,0.62,seen,
2026-02-11 06:30:19,P0005,Person 5,0.75,seen,
2026-02-11 06:30:19,P0005,Person 5,0.60,seen,
2026-02-11 06:30:19,P0005,Person 5,0.73,seen,
2026-02-11 06:30:20,P0005,Person 5,0.49,seen,
2026-02-11 06:30:20,P0005,Person 5,0.56,seen,
2026-02-11 06:30:20,P0005,Person 5,0.80,seen,
2026-02-11 06:30:20,P0001,Jun,0.48,seen,
2026-02-11 06:30:21,P0005,Person 5,0.56,seen,
2026-02-11 06:30:21,P0005,Person 5,0.56,seen,
2026-02-11 06:30:23,P0005,Person 5,0.67,seen,
2026-02-11 06:30:24,P0005,Person 5,0.55,seen,
2026-02-11 06:30:24,P0003,Person 3,0.51,seen,
2026-02-11 06:30:24,P0003,Person 3,0.54,seen,
2026-02-11 06:30:24,P0003,Person 3,0.50,seen,
2026-02-11 06:30:25,P0001,Jun,0.44,seen,
2026-02-11 06:30:25,P0001,Jun,0.51,seen,
2026-02-11 06:30:25,P0001,Jun,0.52,seen,
2026-02-11 06:30:26,P0001,Jun,0.50,seen,
2026-02-11 06:30:26,P0003,Person 3,0.44,seen,
2026-02-11 06:30:26,P0003,Person 3,0.49,seen,
2026-02-11 06:30:26,P0003,Person 3,0.49,seen,
2026-02-11 06:30:27,P0003,Person 3,0.47,seen,
2026-02-11 06:30:27,P0003,Person 3,0.40,seen,
2026-02-11 06:30:27,P0003,Person 3,0.46,seen,
2026-02-11 06:30:28,P0003,Person 3,0.47,seen,
2026-02-11 06:30:28,P0003,Person 3,0.48,seen,
2026-02-11 06:30:28,P0003,Person 3,0.51,seen,
2026-02-11 06:30:28,P0003,Person 3,0.52,seen,
2026-02-11 06:30:29,P0003,Person 3,0.53,seen,
2026-02-11 06:30:29,P0003,Person 3,0.49,seen,
2026-02-11 06:30:29,P0003,Person 3,0.50,seen,
2026-02-11 06:30:30,P0003,Person 3,0.49,seen,
2026-02-11 06:30:30,P0001,Jun,0.48,seen,
2026-02-11 06:30:30,P0003,Person 3,0.44,seen,
2026-02-11 06:30:30,P0003,Person 3,0.45,seen,
2026-02-11 06:30:31,P0003,Person 3,0.42,seen,
2026-02-11 06:30:31,P0003,Person 3,0.42,seen,
2026-02-11 06:30:31,P0003,Person 3,0.48,seen,
2026-02-11 06:30:32,P0003,Person 3,0.47,seen,
2026-02-11 06:30:32,P0006,Person 6,0.25,enrolled,known_faces\P0006_20260211_063032.jpg
2026-02-11 06:30:32,P0003,Person 3,0.44,seen,
2026-02-11 06:30:32,P0006,Person 6,0.45,seen,
2026-02-11 06:30:32,P0003,Person 3,0.48,seen,
2026-02-11 06:30:33,P0003,Person 3,0.47,seen,
2026-02-11 06:30:33,P0003,Person 3,0.42,seen,
2026-02-11 06:30:33,P0003,Person 3,0.46,seen,
2026-02-11 06:30:33,P0003,Person 3,0.48,seen,
2026-02-11 06:30:34,P0003,Person 3,0.50,seen,
2026-02-11 06:30:34,P0003,Person 3,0.47,seen,
2026-02-11 06:30:34,P0006,Person 6,0.40,seen,
2026-02-11 06:30:34,P0005,Person 5,0.44,seen,
2026-02-11 06:30:35,P0001,Jun,0.44,seen,
2026-02-11 06:30:35,P0005,Person 5,0.41,seen,
2026-02-11 06:30:36,P0005,Person 5,0.56,seen,
2026-02-11 06:30:36,P0003,Person 3,0.45,seen,
2026-02-11 06:30:36,P0003,Person 3,0.67,seen,
2026-02-11 06:30:37,P0003,Person 3,0.68,seen,
2026-02-11 06:30:37,P0003,Person 3,0.65,seen,
2026-02-11 06:30:37,P0005,Person 5,0.64,seen,
2026-02-11 06:30:38,P0005,Person 5,0.64,seen,
2026-02-11 06:30:38,P0006,Person 6,0.50,seen,
2026-02-11 06:30:38,P0005,Person 5,0.63,seen,
2026-02-11 06:30:38,P0006,Person 6,0.46,seen,
2026-02-11 06:30:38,P0003,Person 3,0.63,seen,
2026-02-11 06:30:38,P0003,Person 3,0.65,seen,
2026-02-11 06:30:39,P0003,Person 3,0.56,seen,
2026-02-11 06:30:39,P0005,Person 5,0.50,seen,
2026-02-11 06:30:39,P0006,Person 6,0.50,seen,
2026-02-11 06:30:39,P0004,Person 4,0.40,seen,
2026-02-11 06:30:39,P0005,Person 5,0.70,seen,
2026-02-11 06:30:40,P0005,Person 5,0.71,seen,
2026-02-11 06:30:40,P0005,Person 5,0.58,seen,
2026-02-11 06:30:40,P0005,Person 5,0.57,seen,
2026-02-11 06:30:41,P0005,Person 5,0.61,seen,
2026-02-11 06:30:41,P0006,Person 6,0.43,seen,
2026-02-11 06:30:41,P0005,Person 5,0.59,seen,
2026-02-11 06:30:41,P0003,Person 3,0.66,seen,
2026-02-11 06:30:41,P0001,Jun,0.52,seen,
2026-02-11 06:30:42,P0005,Person 5,0.67,seen,
2026-02-11 06:30:42,P0005,Person 5,0.43,seen,
2026-02-11 06:30:42,P0007,Person 7,0.29,enrolled,known_faces\P0007_20260211_063042.jpg
2026-02-11 06:30:43,P0005,Person 5,0.68,seen,
2026-02-11 06:30:43,P0006,Person 6,0.46,seen,
2026-02-11 06:30:43,P0003,Person 3,0.63,seen,
2026-02-11 06:30:44,P0003,Person 3,0.61,seen,
2026-02-11 06:30:44,P0003,Person 3,0.57,seen,
2026-02-11 06:30:44,P0003,Person 3,0.53,seen,
2026-02-11 06:30:45,P0007,Person 7,0.44,seen,
2026-02-11 06:30:45,P0005,Person 5,0.52,seen,
2026-02-11 06:30:45,P0007,Person 7,0.41,seen,
2026-02-11 06:30:45,P0005,Person 5,0.51,seen,
2026-02-11 06:30:46,P0005,Person 5,0.54,seen,
2026-02-11 06:30:46,P0003,Person 3,0.48,seen,
2026-02-11 06:30:47,P0003,Person 3,0.49,seen,
2026-02-11 06:30:47,P0004,Person 4,0.42,seen,
2026-02-11 06:30:48,P0003,Person 3,0.53,seen,
2026-02-11 06:30:48,P0003,Person 3,0.55,seen,
2026-02-11 06:30:48,P0003,Person 3,0.49,seen,
2026-02-11 06:30:49,P0003,Person 3,0.47,seen,
2026-02-11 06:30:49,P0003,Person 3,0.46,seen,
2026-02-11 06:30:49,P0001,Jun,0.47,seen,
2026-02-11 06:30:49,P0004,Person 4,0.43,seen,
2026-02-11 06:30:50,P0003,Person 3,0.56,seen,
2026-02-11 06:30:50,P0003,Person 3,0.52,seen,
2026-02-11 06:30:50,P0003,Person 3,0.54,seen,
2026-02-11 06:30:51,P0003,Person 3,0.59,seen,
2026-02-11 06:30:51,P0003,Person 3,0.51,seen,
2026-02-11 06:30:51,P0003,Person 3,0.58,seen,
2026-02-11 06:30:51,P0003,Person 3,0.59,seen,
2026-02-11 06:30:52,P0003,Person 3,0.53,seen,
2026-02-11 06:30:52,P0003,Person 3,0.59,seen,
2026-02-11 06:30:52,P0003,Person 3,0.57,seen,
2026-02-11 06:30:53,P0003,Person 3,0.58,seen,
2026-02-11 06:30:53,P0003,Person 3,0.56,seen,
2026-02-11 06:30:53,P0003,Person 3,0.52,seen,
2026-02-11 06:30:54,P0003,Person 3,0.54,seen,
2026-02-11 06:30:54,P0004,Person 4,0.46,seen,
2026-02-11 06:30:54,P0003,Person 3,0.52,seen,
2026-02-11 06:30:55,P0003,Person 3,0.53,seen,
2026-02-11 06:30:55,P0004,Person 4,0.43,seen,
2026-02-11 06:30:55,P0003,Person 3,0.56,seen,
2026-02-11 06:30:55,P0004,Person 4,0.45,seen,
2026-02-11 06:30:55,P0003,Person 3,0.56,seen,
2026-02-11 06:30:57,P0002,Person 2,0.49,seen,
2026-02-11 06:30:57,P0001,Jun,0.52,seen,
2026-02-11 06:30:57,P0004,Person 4,0.46,seen,
2026-02-11 06:30:57,P0008,Person 8,0.40,enrolled,known_faces\P0008_20260211_063057.jpg
2026-02-11 06:30:57,P0003,Person 3,0.54,seen,
2026-02-11 06:30:57,P0008,Person 8,0.43,seen,
2026-02-11 06:30:57,P0004,Person 4,0.51,seen,
2026-02-11 06:30:57,P0008,Person 8,0.54,seen,
2026-02-11 06:30:57,P0003,Person 3,0.48,seen,
2026-02-11 06:30:58,P0003,Person 3,0.47,seen,
2026-02-11 06:30:58,P0008,Person 8,0.82,seen,
2026-02-11 06:30:58,P0008,Person 8,0.55,seen,
2026-02-11 06:30:58,P0003,Person 3,0.56,seen,
2026-02-11 06:30:58,P0008,Person 8,0.48,seen,
2026-02-11 06:30:58,P0008,Person 8,0.81,seen,
2026-02-11 06:30:58,P0003,Person 3,0.66,seen,
2026-02-11 06:30:58,P0008,Person 8,0.52,seen,
2026-02-11 06:30:58,P0004,Person 4,0.49,seen,
2026-02-11 06:30:59,P0008,Person 8,0.84,seen,
2026-02-11 06:30:59,P0003,Person 3,0.59,seen,
2026-02-11 06:30:59,P0008,Person 8,0.54,seen,
2026-02-11 06:30:59,P0004,Person 4,0.52,seen,
2026-02-11 06:30:59,P0008,Person 8,0.83,seen,
2026-02-11 06:30:59,P0008,Person 8,0.55,seen,
2026-02-11 06:30:59,P0003,Person 3,0.65,seen,
2026-02-11 06:30:59,P0004,Person 4,0.50,seen,
2026-02-11 06:30:59,P0008,Person 8,0.81,seen,
2026-02-11 06:30:59,P0008,Person 8,0.62,seen,
2026-02-11 06:30:59,P0003,Person 3,0.64,seen,
2026-02-11 06:30:59,P0004,Person 4,0.45,seen,
2026-02-11 06:31:00,P0008,Person 8,0.80,seen,
2026-02-11 06:31:00,P0008,Person 8,0.57,seen,
2026-02-11 06:31:00,P0003,Person 3,0.66,seen,
2026-02-11 06:31:00,P0002,Person 2,0.46,seen,
2026-02-11 06:31:00,P0008,Person 8,0.80,seen,
2026-02-11 06:31:00,P0008,Person 8,0.59,seen,
2026-02-11 06:31:00,P0003,Person 3,0.65,seen,
2026-02-11 06:31:00,P0008,Person 8,0.42,seen,
2026-02-11 06:31:00,P0004,Person 4,0.57,seen,
2026-02-11 06:31:01,P0008,Person 8,0.80,seen,
2026-02-11 06:31:01,P0008,Person 8,0.59,seen,
2026-02-11 06:31:01,P0003,Person 3,0.67,seen,
2026-02-11 06:31:01,P0008,Person 8,0.42,seen,
2026-02-11 06:31:01,P0004,Person 4,0.50,seen,
2026-02-11 06:31:01,P0008,Person 8,0.77,seen,
2026-02-11 06:31:01,P0008,Person 8,0.56,seen,
2026-02-11 06:31:01,P0003,Person 3,0.62,seen,
2026-02-11 06:31:01,P0002,Person 2,0.43,seen,
2026-02-11 06:31:01,P0008,Person 8,0.79,seen,
2026-02-11 06:31:01,P0008,Person 8,0.56,seen,
2026-02-11 06:31:01,P0003,Person 3,0.64,seen,
2026-02-11 06:31:01,P0002,Person 2,0.43,seen,
2026-02-11 06:31:01,P0004,Person 4,0.69,seen,
2026-02-11 06:31:02,P0008,Person 8,0.79,seen,
2026-02-11 06:31:02,P0008,Person 8,0.58,seen,
2026-02-11 06:31:02,P0003,Person 3,0.73,seen,
2026-02-11 06:31:02,P0002,Person 2,0.47,seen,
2026-02-11 06:31:02,P0008,Person 8,0.79,seen,
2026-02-11 06:31:02,P0008,Person 8,0.60,seen,
2026-02-11 06:31:02,P0003,Person 3,0.72,seen,
2026-02-11 06:31:02,P0002,Person 2,0.44,seen,
2026-02-11 06:31:02,P0002,Person 2,0.73,seen,
